productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extColor,extCardType,extLife,extPower,extSubtypes,extAttribute,extCost,extCounterplus
666727,Extra Booster: One Piece Heroines Edition Pack,Extra Booster One Piece Heroines Edition Pack,https://tcgplayer-cdn.tcgplayer.com/product/666727_200w.jpg,68,24545,https://cpt.tcgcsv.com/zJl7,2026-02-20T05:10:12.64,1,8.0,12.5,35.0,12.18,,Normal,,,,,,,,,,,
666891,Extra Booster: One Piece Heroines Edition Box,Extra Booster One Piece Heroines Edition Box,https://tcgplayer-cdn.tcgplayer.com/product/666891_200w.jpg,68,24545,https://cpt.tcgcsv.com/RMl7,2026-02-28T13:34:38.203,1,324.99,400.0,2000.0,325.19,,Normal,,,,,,,,,,,
666892,Extra Booster: One Piece Heroines Edition Box Case,Extra Booster One Piece Heroines Edition Box Case,https://tcgplayer-cdn.tcgplayer.com/product/666892_200w.jpg,68,24545,https://cpt.tcgcsv.com/SMl7,2026-02-28T13:34:48.773,1,3550.0,4049.99,10000.0,3627.8,,Normal,,,,,,,,,,,
672739,Nefeltari Vivi (001),Nefeltari Vivi 001,https://tcgplayer-cdn.tcgplayer.com/product/672739_200w.jpg,68,24545,https://cpt.tcgcsv.com/P6p7,2026-02-26T18:55:38.79,1,0.01,0.2,25.0,0.17,,Normal,L,EB03-001,"[Once Per Turn] If your Character with a base cost of 4 or more would be K.O.'d, you may trash 1 card from your hand instead.<br>
[Activate: Main] <strong>You may rest this Leader:</strong> Give up to 1 of your opponent's Characters 2000 power during this turn. Then, up to 1 of your Characters without a [When Attacking] effect gains [Rush] during this turn.",Blue;Red,Leader,4,5000,Alabasta,Slash,,
672740,Nefeltari Vivi (001) (Alternate Art),Nefeltari Vivi 001 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/672740_200w.jpg,68,24545,https://cpt.tcgcsv.com/Q6p7,2026-02-20T05:10:12.64,1,6.57,10.0,9999.0,8.94,,Foil,L,EB03-001,"[Once Per Turn] If your Character with a base cost of 4 or more would be K.O.'d, you may trash 1 card from your hand instead.<br>
[Activate: Main] <strong>You may rest this Leader:</strong> Give up to 1 of your opponent's Characters 2000 power during this turn. Then, up to 1 of your Characters without a [When Attacking] effect gains [Rush] during this turn.",Blue;Red,Leader,4,5000,Alabasta,Slash,,
672741,Ain,Ain,https://tcgplayer-cdn.tcgplayer.com/product/672741_200w.jpg,68,24545,https://cpt.tcgcsv.com/R6p7,2026-02-20T05:10:12.64,1,0.01,0.13,3.0,0.08,,Normal,C,EB03-002,,Red,Character,,6000,FILM;Neo Navy,Special,5,2000
672742,Uta (003),Uta 003,https://tcgplayer-cdn.tcgplayer.com/product/672742_200w.jpg,68,24545,https://cpt.tcgcsv.com/S6p7,2026-02-20T05:10:12.64,1,0.1,0.61,99.9,0.43,,Foil,SR,EB03-003,"[On Play] If your Leader is [Uta], draw 2 cards. Then, play up to 1 Character card with 6000 power or less and no base effect from your hand.",Red,Character,,7000,FILM,Special,5,
672743,Uta (003) (Alternate Art),Uta 003 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/672743_200w.jpg,68,24545,https://cpt.tcgcsv.com/T6p7,2026-02-20T05:10:12.64,1,10.86,14.8,90.0,12.98,,Foil,SR,EB03-003,"[On Play] If your Leader is [Uta], draw 2 cards. Then, play up to 1 Character card with 6000 power or less and no base effect from your hand.",Red,Character,,7000,FILM,Special,5,
672744,Carina,Carina,https://tcgplayer-cdn.tcgplayer.com/product/672744_200w.jpg,68,24545,https://cpt.tcgcsv.com/V6p7,2026-02-20T05:10:12.64,1,0.01,0.12,3.0,0.07,,Normal,C,EB03-004,"[Blocker]<br>
[Opponent's Turn] If your Leader is multicolored and you have no Characters with 6000 base power or more, this Character gains +4000 power.",Red,Character,,2000,FILM;Grantesoro,Wisdom,3,1000
672745,Sugar,Sugar,https://tcgplayer-cdn.tcgplayer.com/product/672745_200w.jpg,68,24545,https://cpt.tcgcsv.com/W6p7,2026-02-20T05:10:12.64,1,0.01,0.22,5.0,0.15,,Foil,R,EB03-005,"[On Play] If your Leader is [Sugar], play up to 1 {Donquixote Pirates} type Character card with 6000 power or less from your hand rested.",Red,Character,,0,Donquixote Pirates,Special,3,1000
